trip_id,pickup_datetime,dropoff_datetime,pickup_latitude,pickup_longitude,dropoff_latitude,dropoff_longitude,pickup_area,dropoff_area,distance_km,duration_minutes,vehicle_type,fare_amount,surge_multiplier,weather_condition,hour,day_of_week,is_weekend
490,2024-01-02 00:27:00,2024-01-02 00:42:00,-6.1219472432218165,106.92877461362251,-6.2356306729597355,106.87178063008996,Central Jakarta,South Jakarta,13.47,17.6,car,66978.0,1.42,cloudy,18,Tuesday,False
491,2024-01-02 00:30:00,2024-01-02 00:45:00,-6.2088686494428575,106.73909053541122,-6.250704418084653,106.82464657184781,South Jakarta,West Jakarta,14.64,28.0,motorcycle,74239.0,1.23,rainy,6,Wednesday,True
492,2024-01-02 00:33:00,2024-01-02 00:48:00,-6.175973480439692,106.88794954089674,-6.2981988671471045,106.7476689866887,South Jakarta,South Jakarta,3.92,32.7,car,35038.0,2.13,cloudy,12,Monday,True
493,2024-01-02 00:36:00,2024-01-02 00:51:00,-6.244523763403773,106.8420671540672,-6.252905716597825,106.83817739254168,Central Jakarta,South Jakarta,7.13,26.0,motorcycle,42357.0,1.35,rainy,1,Monday,False
494,2024-01-02 00:39:00,2024-01-02 00:54:00,-6.262375768055247,106.76866646744698,-6.272454339696572,106.80185891319154,Central Jakarta,Central Jakarta,10.64,29.8,premium_car,72883.0,1.37,rainy,7,Tuesday,True
495,2024-01-02 00:42:00,2024-01-02 00:57:00,-6.207260319012003,106.8186087285368,-6.177566755855371,106.79750956941358,West Jakarta,Central Jakarta,5.97,24.6,car,13293.0,1.97,rainy,5,Wednesday,False
496,2024-01-02 00:45:00,2024-01-02 01:00:00,-6.2293295543947895,106.78344414926745,-6.26669088228124,106.90243842935892,West Jakarta,Central Jakarta,5.47,28.4,car,64871.0,2.18,rainy,10,Monday,False
497,2024-01-02 00:48:00,2024-01-02 01:03:00,-6.183268777629825,106.84482835069711,-6.194274032492676,106.80189958345805,West Jakarta,South Jakarta,12.58,43.3,car,41795.0,1.87,rainy,8,Tuesday,True
498,2024-01-02 00:51:00,2024-01-02 01:06:00,-6.284453072607003,106.92225015270367,-6.181976715531105,106.70661362637011,West Jakarta,Central Jakarta,14.74,27.5,premium_car,36356.0,2.33,rainy,7,Tuesday,False
499,2024-01-02 00:54:00,2024-01-02 01:09:00,-6.105121038466766,106.84232624610306,-6.240391660330617,106.71451583472277,West Jakarta,West Jakarta,12.06,18.9,motorcycle,41284.0,1.32,cloudy,19,Tuesday,True
500,2024-01-02 00:57:00,2024-01-02 01:12:00,-6.102757851104079,106.85793060458165,-6.292987010196256,106.91406101042291,West Jakarta,Central Jakarta,8.81,36.6,motorcycle,39308.0,1.38,cloudy,23,Wednesday,False
501,2024-01-02 01:00:00,2024-01-02 01:15:00,-6.16036765719605,106.82968696177868,-6.2925492238771605,106.94015020250313,South Jakarta,Central Jakarta,7.75,21.8,car,62963.0,1.96,sunny,19,Wednesday,True
502,2024-01-02 01:03:00,2024-01-02 01:18:00,-6.192780726731176,106.71279137661138,-6.294730533561216,106.87210233411393,Central Jakarta,West Jakarta,9.02,38.6,car,74956.0,2.24,rainy,14,Wednesday,False
503,2024-01-02 01:06:00,2024-01-02 01:21:00,-6.238094476742734,106.75821463921902,-6.15217506657269,106.79109207352502,West Jakarta,Central Jakarta,8.02,12.0,premium_car,44402.0,1.81,sunny,20,Wednesday,False
504,2024-01-02 01:09:00,2024-01-02 01:24:00,-6.13724099605861,106.82300043235803,-6.23639805903714,106.93465007894868,South Jakarta,Central Jakarta,8.54,21.6,premium_car,68291.0,1.02,sunny,10,Wednesday,True
505,2024-01-02 01:12:00,2024-01-02 01:27:00,-6.163053765489224,106.77755882093618,-6.140739962806467,106.86570077159394,Central Jakarta,South Jakarta,4.64,13.3,motorcycle,61236.0,2.02,rainy,14,Wednesday,True
506,2024-01-02 01:15:00,2024-01-02 01:30:00,-6.267476612131022,106.7454408994403,-6.21365343523143,106.91108338729984,Central Jakarta,South Jakarta,13.75,13.0,car,33148.0,2.22,rainy,22,Tuesday,False
507,2024-01-02 01:18:00,2024-01-02 01:33:00,-6.1178145631012315,106.82603321047961,-6.209400379834007,106.89146307600926,Central Jakarta,Central Jakarta,11.81,33.0,car,51112.0,1.41,sunny,21,Tuesday,False
508,2024-01-02 01:21:00,2024-01-02 01:36:00,-6.135492551415366,106.78070244836196,-6.197423479498085,106.79478482894315,West Jakarta,West Jakarta,10.85,23.5,car,56677.0,1.08,sunny,4,Monday,False
509,2024-01-02 01:24:00,2024-01-02 01:39:00,-6.110040017341615,106.76452691079335,-6.157393708724979,106.8196755502127,West Jakarta,Central Jakarta,14.35,40.5,car,11645.0,1.78,rainy,15,Monday,False
510,2024-01-02 01:27:00,2024-01-02 01:42:00,-6.154856098322328,106.8159963543601,-6.245299426834058,106.74653303859203,West Jakarta,Central Jakarta,5.7,28.1,premium_car,37717.0,1.06,rainy,1,Monday,True
511,2024-01-02 01:30:00,2024-01-02 01:45:00,-6.177316960812842,106.73332106452055,-6.275682530093294,106.77300352511018,Central Jakarta,Central Jakarta,3.06,20.3,premium_car,79485.0,1.62,rainy,14,Wednesday,True
512,2024-01-02 01:33:00,2024-01-02 01:48:00,-6.216351392741876,106.93193643326886,-6.188788532961707,106.89453141532164,Central Jakarta,South Jakarta,12.74,35.2,motorcycle,54608.0,1.03,cloudy,4,Wednesday,True
513,2024-01-02 01:36:00,2024-01-02 01:51:00,-6.113454303329197,106.91692552447981,-6.234604475351452,106.92349459797077,South Jakarta,West Jakarta,14.98,31.8,car,33397.0,1.34,sunny,14,Monday,False
514,2024-01-02 01:39:00,2024-01-02 01:54:00,-6.126787222099918,106.87690514643513,-6.211501737266392,106.88111510581285,South Jakarta,West Jakarta,9.52,38.0,premium_car,27502.0,1.58,sunny,22,Monday,True
515,2024-01-02 01:42:00,2024-01-02 01:57:00,-6.290956265978762,106.72655345689712,-6.170610658332539,106.81629342416416,South Jakarta,West Jakarta,2.76,32.5,car,24664.0,1.17,sunny,10,Wednesday,True
516,2024-01-02 01:45:00,2024-01-02 02:00:00,-6.294726605100549,106.89396931361743,-6.2011748517717455,106.72162731723493,South Jakarta,South Jakarta,12.15,15.8,motorcycle,38115.0,1.17,cloudy,5,Wednesday,False
517,2024-01-02 01:48:00,2024-01-02 02:03:00,-6.22470732662439,106.90198933202726,-6.175944236579831,106.71423698717462,Central Jakarta,South Jakarta,2.96,33.5,car,23529.0,2.24,sunny,5,Tuesday,True
518,2024-01-02 01:51:00,2024-01-02 02:06:00,-6.137889333843633,106.8919411544286,-6.191159999577274,106.79358139115321,West Jakarta,Central Jakarta,9.02,23.7,premium_car,19463.0,1.06,rainy,4,Monday,False
519,2024-01-02 01:54:00,2024-01-02 02:09:00,-6.1025447741370105,106.72849147177982,-6.15204072561278,106.81595542969193,West Jakarta,South Jakarta,5.61,26.2,premium_car,35484.0,2.03,cloudy,0,Wednesday,True
520,2024-01-02 01:57:00,2024-01-02 02:12:00,-6.269916621779294,106.86097698926694,-6.158812676457676,106.85228015555333,West Jakarta,Central Jakarta,13.9,42.3,motorcycle,52490.0,2.22,sunny,19,Tuesday,False
521,2024-01-02 02:00:00,2024-01-02 02:15:00,-6.181173856929573,106.90858119893736,-6.193162021638276,106.70162238034675,West Jakarta,South Jakarta,7.87,22.6,motorcycle,20248.0,1.2,cloudy,6,Tuesday,False
522,2024-01-02 02:03:00,2024-01-02 02:18:00,-6.223821828673795,106.84433835030492,-6.1642193958280584,106.94743072261657,South Jakarta,Central Jakarta,13.68,31.4,car,13104.0,1.29,cloudy,15,Wednesday,True
523,2024-01-02 02:06:00,2024-01-02 02:21:00,-6.106017120437079,106.86160184380702,-6.125288079545477,106.79098472085101,Central Jakarta,South Jakarta,5.89,22.7,car,12424.0,1.96,rainy,16,Wednesday,False
524,2024-01-02 02:09:00,2024-01-02 02:24:00,-6.131576215372858,106.81459086985657,-6.213545742442366,106.91202366595029,West Jakarta,West Jakarta,7.04,13.3,premium_car,28717.0,1.47,cloudy,14,Tuesday,False
525,2024-01-02 02:12:00,2024-01-02 02:27:00,-6.132334259057772,106.83217682997102,-6.2174473854502414,106.83374167641635,Central Jakarta,Central Jakarta,14.31,25.9,premium_car,23309.0,1.71,rainy,19,Tuesday,False
526,2024-01-02 02:15:00,2024-01-02 02:30:00,-6.206261368041005,106.70859421458793,-6.1471508758295235,106.73260986363334,South Jakarta,South Jakarta,4.62,30.9,premium_car,47748.0,2.25,rainy,21,Wednesday,True
527,2024-01-02 02:18:00,2024-01-02 02:33:00,-6.217036099532467,106.85974075549332,-6.183489232591601,106.89939138813364,South Jakarta,South Jakarta,9.52,24.3,motorcycle,41900.0,1.21,sunny,9,Monday,True
528,2024-01-02 02:21:00,2024-01-02 02:36:00,-6.245318585613859,106.72036180322279,-6.2857986439554825,106.87745676872997,West Jakarta,Central Jakarta,7.05,23.7,motorcycle,32734.0,1.93,rainy,7,Monday,False
529,2024-01-02 02:24:00,2024-01-02 02:39:00,-6.2887249006698145,106.80875364858505,-6.121577596861783,106.8318590212323,West Jakarta,South Jakarta,12.06,38.7,motorcycle,68348.0,2.41,sunny,22,Monday,False
530,2024-01-02 02:27:00,2024-01-02 02:42:00,-6.127055524748989,106.77316377441686,-6.293843379552472,106.82863827283344,South Jakarta,West Jakarta,3.68,11.0,car,45346.0,1.09,sunny,8,Monday,False
531,2024-01-02 02:30:00,2024-01-02 02:45:00,-6.137419798173984,106.83635698755293,-6.150320728758051,106.72186990143773,South Jakarta,Central Jakarta,7.68,20.3,motorcycle,16407.0,1.09,sunny,22,Monday,False
532,2024-01-02 02:33:00,2024-01-02 02:48:00,-6.100056465342774,106.7333540838808,-6.148241171459137,106.86396223714347,Central Jakarta,Central Jakarta,11.09,38.4,car,30704.0,1.83,rainy,18,Monday,False
533,2024-01-02 02:36:00,2024-01-02 02:51:00,-6.100672632585218,106.87291085049333,-6.109377782943613,106.92781128893857,South Jakarta,Central Jakarta,7.29,42.2,car,78134.0,2.44,sunny,9,Monday,True
534,2024-01-02 02:39:00,2024-01-02 02:54:00,-6.188913658879474,106.89875288423212,-6.289173118319535,106.72331122980535,Central Jakarta,Central Jakarta,2.76,24.4,car,78388.0,1.33,rainy,19,Wednesday,False
535,2024-01-02 02:42:00,2024-01-02 02:57:00,-6.146202516963897,106.7408386124358,-6.1806286278431015,106.76587786266222,South Jakarta,Central Jakarta,11.17,41.1,motorcycle,27827.0,1.5,rainy,2,Tuesday,False
536,2024-01-02 02:45:00,2024-01-02 03:00:00,-6.111046854023514,106.72607827183798,-6.214431885874589,106.92557699336052,Central Jakarta,West Jakarta,8.54,17.0,premium_car,21707.0,1.15,sunny,10,Tuesday,False
537,2024-01-02 02:48:00,2024-01-02 03:03:00,-6.130070521864518,106.73637887069684,-6.233873409028091,106.77108597745494,South Jakarta,Central Jakarta,2.15,17.7,motorcycle,44698.0,1.54,rainy,10,Tuesday,False
538,2024-01-02 02:51:00,2024-01-02 03:06:00,-6.2505303796513605,106.91928189047462,-6.281936287940185,106.86348591804499,South Jakarta,West Jakarta,9.96,39.6,motorcycle,43703.0,1.07,sunny,7,Tuesday,True
539,2024-01-02 02:54:00,2024-01-02 03:09:00,-6.209891172937981,106.8320473154391,-6.187469176065738,106.83370454123579,Central Jakarta,West Jakarta,13.96,41.6,motorcycle,38710.0,1.58,sunny,9,Monday,True
540,2024-01-02 02:57:00,2024-01-02 03:12:00,-6.274168116969701,106.81681524900188,-6.204191854865077,106.84908190125097,Central Jakarta,West Jakarta,3.44,17.8,car,47055.0,1.83,sunny,8,Wednesday,True
541,2024-01-02 03:00:00,2024-01-02 03:15:00,-6.109189794548255,106.7266779547756,-6.279089108369795,106.80394722539431,West Jakarta,Central Jakarta,9.68,12.1,premium_car,26254.0,2.46,cloudy,9,Tuesday,False
542,2024-01-02 03:03:00,2024-01-02 03:18:00,-6.178765073109823,106.86238900168924,-6.177502098580583,106.77499786763843,West Jakarta,West Jakarta,11.47,13.2,motorcycle,18045.0,2.23,rainy,9,Monday,False
543,2024-01-02 03:06:00,2024-01-02 03:21:00,-6.254271438899307,106.91699989797378,-6.152409375949412,106.71213336268242,South Jakarta,Central Jakarta,2.92,19.1,motorcycle,49932.0,2.23,cloudy,17,Monday,False
544,2024-01-02 03:09:00,2024-01-02 03:24:00,-6.165659863118829,106.90704646733087,-6.14654433978927,106.88607023482355,South Jakarta,West Jakarta,2.29,36.7,car,75282.0,1.34,cloudy,4,Monday,False
545,2024-01-02 03:12:00,2024-01-02 03:27:00,-6.176374351908421,106.8565136772452,-6.118925362347515,106.88652336554856,Central Jakarta,Central Jakarta,8.03,27.8,motorcycle,19642.0,1.13,rainy,4,Wednesday,True
546,2024-01-02 03:15:00,2024-01-02 03:30:00,-6.228367456393432,106.71881967916292,-6.218105851622244,106.86768143501969,South Jakarta,South Jakarta,12.29,25.9,motorcycle,59337.0,1.9,rainy,6,Wednesday,False
547,2024-01-02 03:18:00,2024-01-02 03:33:00,-6.277288481560074,106.72809925679401,-6.109385446275573,106.86090844702991,West Jakarta,South Jakarta,4.09,30.4,car,40653.0,1.78,sunny,19,Wednesday,True
548,2024-01-02 03:21:00,2024-01-02 03:36:00,-6.16568536088144,106.71232724677746,-6.126914118983462,106.76092928304189,Central Jakarta,West Jakarta,12.88,41.2,motorcycle,30578.0,1.77,cloudy,19,Tuesday,False
549,2024-01-02 03:24:00,2024-01-02 03:39:00,-6.195938459819241,106.76436980412312,-6.240699685795212,106.70558623344158,South Jakarta,South Jakarta,10.54,13.2,premium_car,69718.0,1.16,rainy,7,Tuesday,True
550,2024-01-02 03:27:00,2024-01-02 03:42:00,-6.145536321652872,106.7339153667901,-6.268143392530108,106.90217884922136,Central Jakarta,West Jakarta,6.32,34.3,car,41954.0,1.74,sunny,16,Wednesday,True
551,2024-01-02 03:30:00,2024-01-02 03:45:00,-6.195967299777601,106.76501201006312,-6.212922120774397,106.82278463392396,West Jakarta,West Jakarta,8.71,42.4,premium_car,50832.0,1.23,rainy,5,Wednesday,True
552,2024-01-02 03:33:00,2024-01-02 03:48:00,-6.129563699936291,106.79626451392974,-6.219620258408806,106.77670953267565,West Jakarta,West Jakarta,14.55,17.5,motorcycle,41014.0,1.63,rainy,12,Wednesday,True
553,2024-01-02 03:36:00,2024-01-02 03:51:00,-6.189618632245103,106.93574569601779,-6.184856138933759,106.72548297669515,West Jakarta,South Jakarta,4.81,39.3,car,15687.0,1.09,sunny,12,Wednesday,True
554,2024-01-02 03:39:00,2024-01-02 03:54:00,-6.187812405692923,106.85259401494542,-6.18332275353445,106.71568039772535,South Jakarta,West Jakarta,8.49,34.4,car,51643.0,2.29,rainy,12,Monday,False
555,2024-01-02 03:42:00,2024-01-02 03:57:00,-6.124669279468331,106.90874344642074,-6.150002603124005,106.7872166804488,South Jakarta,South Jakarta,10.12,10.5,motorcycle,39319.0,1.02,sunny,15,Tuesday,False
556,2024-01-02 03:45:00,2024-01-02 04:00:00,-6.21930342675752,106.87758787517808,-6.198022010358878,106.90118426619173,South Jakarta,South Jakarta,3.79,18.1,premium_car,16073.0,2.41,cloudy,1,Monday,True
557,2024-01-02 03:48:00,2024-01-02 04:03:00,-6.273196954309872,106.72812578263166,-6.279035471811847,106.92968093733346,South Jakarta,Central Jakarta,2.57,31.2,motorcycle,51707.0,2.29,sunny,4,Tuesday,True
558,2024-01-02 03:51:00,2024-01-02 04:06:00,-6.294243464737332,106.8839801015935,-6.128341732889378,106.92418784115327,South Jakarta,South Jakarta,2.17,27.6,car,10691.0,2.13,rainy,9,Monday,False
559,2024-01-02 03:54:00,2024-01-02 04:09:00,-6.1489725488652756,106.76877472038979,-6.238047083362963,106.93000020868742,South Jakarta,Central Jakarta,6.22,28.5,car,24596.0,2.47,cloudy,9,Monday,True
560,2024-01-02 03:57:00,2024-01-02 04:12:00,-6.175938089729307,106.85977696174868,-6.105740507938681,106.92693133578234,West Jakarta,West Jakarta,2.96,18.1,car,64675.0,1.08,cloudy,10,Monday,False
561,2024-01-02 04:00:00,2024-01-02 04:15:00,-6.159184046380155,106.78524049341075,-6.276427978264046,106.8318061879001,West Jakarta,West Jakarta,12.45,33.6,motorcycle,12655.0,1.96,sunny,19,Wednesday,True
562,2024-01-02 04:03:00,2024-01-02 04:18:00,-6.257407167698218,106.94941806581616,-6.108349765553499,106.75485390963922,South Jakarta,Central Jakarta,14.97,19.3,motorcycle,55268.0,2.27,sunny,23,Monday,False
563,2024-01-02 04:06:00,2024-01-02 04:21:00,-6.272725704882646,106.76588786987419,-6.281797638623496,106.89951164570921,West Jakarta,West Jakarta,2.8,23.6,motorcycle,76479.0,1.19,sunny,8,Monday,True
564,2024-01-02 04:09:00,2024-01-02 04:24:00,-6.2970910668664235,106.76978261769356,-6.253792772410588,106.75342824371315,Central Jakarta,Central Jakarta,7.63,22.9,premium_car,21983.0,1.88,cloudy,12,Wednesday,False
565,2024-01-02 04:12:00,2024-01-02 04:27:00,-6.2298824882386805,106.9326680638906,-6.290684011582692,106.76680181918914,South Jakarta,Central Jakarta,2.33,33.5,premium_car,39198.0,1.59,sunny,12,Wednesday,False
566,2024-01-02 04:15:00,2024-01-02 04:30:00,-6.182016462629073,106.70616110115908,-6.158977370672201,106.75831358045563,Central Jakarta,West Jakarta,3.74,13.2,premium_car,50285.0,1.65,rainy,1,Tuesday,True
567,2024-01-02 04:18:00,2024-01-02 04:33:00,-6.221551190980053,106.8741722469683,-6.129940252685642,106.82874560092395,South Jakarta,Central Jakarta,6.2,17.2,car,41529.0,2.37,cloudy,4,Monday,False
568,2024-01-02 04:21:00,2024-01-02 04:36:00,-6.212505015595254,106.88133159768397,-6.213185783636804,106.78045687704227,South Jakarta,Central Jakarta,7.12,17.0,premium_car,53426.0,1.81,sunny,4,Tuesday,True
569,2024-01-02 04:24:00,2024-01-02 04:39:00,-6.11916826110125,106.9090946443526,-6.114295584991513,106.73853901240633,West Jakarta,Central Jakarta,14.22,13.8,car,38287.0,1.14,cloudy,11,Tuesday,False
570,2024-01-02 04:27:00,2024-01-02 04:42:00,-6.2303489065953395,106.94360982765963,-6.181940185648879,106.81329335297347,Central Jakarta,West Jakarta,7.15,17.3,premium_car,20395.0,2.41,rainy,19,Monday,False
571,2024-01-02 04:30:00,2024-01-02 04:45:00,-6.1972021021680375,106.94390047978916,-6.173998572910695,106.9184768096963,West Jakarta,West Jakarta,8.45,31.2,premium_car,16233.0,1.28,rainy,7,Tuesday,False
572,2024-01-02 04:33:00,2024-01-02 04:48:00,-6.143269397451771,106.71631918939161,-6.130916159659845,106.8426382137375,South Jakarta,West Jakarta,5.19,35.6,car,62111.0,2.34,rainy,5,Wednesday,True
573,2024-01-02 04:36:00,2024-01-02 04:51:00,-6.220691443535745,106.90545983068823,-6.240639958989632,106.9195839014719,Central Jakarta,West Jakarta,2.0,33.1,motorcycle,26704.0,2.46,sunny,17,Wednesday,True
574,2024-01-02 04:39:00,2024-01-02 04:54:00,-6.175582659954425,106.86157748341435,-6.2291468557344745,106.74896804626978,South Jakarta,West Jakarta,13.69,26.6,premium_car,69322.0,2.32,sunny,7,Monday,True
575,2024-01-02 04:42:00,2024-01-02 04:57:00,-6.127527258250651,106.86183553359328,-6.118809616161071,106.74174346841814,West Jakarta,South Jakarta,3.06,11.8,car,62012.0,2.02,cloudy,20,Tuesday,False
576,2024-01-02 04:45:00,2024-01-02 05:00:00,-6.110095875268471,106.73208748165368,-6.119807300792247,106.84389428142461,South Jakarta,South Jakarta,14.54,43.6,motorcycle,13462.0,2.12,sunny,22,Monday,True
577,2024-01-02 04:48:00,2024-01-02 05:03:00,-6.270585303814192,106.86254679161142,-6.104703444759825,106.81583222538657,South Jakarta,Central Jakarta,3.7,15.9,motorcycle,24085.0,2.05,cloudy,19,Wednesday,False
578,2024-01-02 04:51:00,2024-01-02 05:06:00,-6.114682474967701,106.94562064515031,-6.119632336711666,106.86504316041174,West Jakarta,South Jakarta,9.86,33.4,motorcycle,30439.0,1.69,sunny,1,Monday,True
579,2024-01-02 04:54:00,2024-01-02 05:09:00,-6.201576741384092,106.92795464238486,-6.274525592793328,106.89865669775669,South Jakarta,West Jakarta,14.99,42.0,car,51614.0,1.41,rainy,9,Wednesday,False
580,2024-01-02 04:57:00,2024-01-02 05:12:00,-6.248351122340208,106.80978266520121,-6.1352551427726025,106.88782682391304,Central Jakarta,West Jakarta,3.8,34.4,premium_car,66688.0,1.43,sunny,19,Wednesday,True
581,2024-01-02 05:00:00,2024-01-02 05:15:00,-6.208172848752348,106.70998699332152,-6.218032304378081,106.93556529341464,West Jakarta,West Jakarta,7.51,17.6,premium_car,14223.0,2.1,sunny,5,Wednesday,True
582,2024-01-02 05:03:00,2024-01-02 05:18:00,-6.1039934849429045,106.79057337250005,-6.101839728810812,106.79956410228925,South Jakarta,Central Jakarta,12.15,21.1,premium_car,27473.0,1.94,sunny,4,Tuesday,False
583,2024-01-02 05:06:00,2024-01-02 05:21:00,-6.2014763812014255,106.90659757790014,-6.20554380713424,106.75159668556205,West Jakarta,Central Jakarta,2.42,11.1,motorcycle,36335.0,1.88,rainy,15,Tuesday,True
584,2024-01-02 05:09:00,2024-01-02 05:24:00,-6.234249677942498,106.8753747753663,-6.1892327834995555,106.83772815998698,South Jakarta,Central Jakarta,10.97,31.4,premium_car,22836.0,1.98,cloudy,2,Tuesday,True
585,2024-01-02 05:12:00,2024-01-02 05:27:00,-6.173319829136655,106.81483591389849,-6.19404501694864,106.72768578004779,West Jakarta,Central Jakarta,3.04,31.5,car,48170.0,2.16,sunny,22,Tuesday,True
586,2024-01-02 05:15:00,2024-01-02 05:30:00,-6.2519708762443615,106.71377538378971,-6.235652594028344,106.77221278083292,West Jakarta,Central Jakarta,5.07,35.4,premium_car,43460.0,2.12,rainy,3,Wednesday,False
587,2024-01-02 05:18:00,2024-01-02 05:33:00,-6.284827334378267,106.80672368195583,-6.284995582221416,106.75197201381579,Central Jakarta,Central Jakarta,4.08,10.4,premium_car,32155.0,1.16,sunny,0,Wednesday,False
588,2024-01-02 05:21:00,2024-01-02 05:36:00,-6.27422405561787,106.81725623492947,-6.1208697539196155,106.79914092919927,West Jakarta,South Jakarta,13.8,38.6,premium_car,46182.0,1.54,sunny,13,Wednesday,True
589,2024-01-02 05:24:00,2024-01-02 05:39:00,-6.274390832208446,106.93213888322353,-6.139464837494742,106.72780414375056,Central Jakarta,West Jakarta,4.35,35.9,premium_car,34908.0,1.4,rainy,13,Tuesday,True
590,2024-01-02 05:27:00,2024-01-02 05:42:00,-6.269619461297541,106.86027152589554,-6.272094643888066,106.70796043613703,West Jakarta,South Jakarta,2.53,14.9,car,34024.0,1.81,sunny,23,Monday,False
591,2024-01-02 05:30:00,2024-01-02 05:45:00,-6.272234565470118,106.77791322916366,-6.144646345729985,106.86419850115752,West Jakarta,Central Jakarta,9.64,22.2,premium_car,28578.0,1.09,sunny,18,Monday,False
592,2024-01-02 05:33:00,2024-01-02 05:48:00,-6.171825051039357,106.83132956611269,-6.174830666789878,106.85256224457245,South Jakarta,West Jakarta,6.5,32.3,motorcycle,47831.0,2.14,sunny,5,Tuesday,False
593,2024-01-02 05:36:00,2024-01-02 05:51:00,-6.263623983120171,106.71651382695555,-6.218171242416475,106.87708973400967,South Jakarta,West Jakarta,7.27,27.4,premium_car,41088.0,1.16,sunny,11,Tuesday,False
594,2024-01-02 05:39:00,2024-01-02 05:54:00,-6.230866543335227,106.94314205891244,-6.249195770180887,106.86509661006784,South Jakarta,West Jakarta,3.55,14.0,motorcycle,23743.0,1.41,sunny,17,Tuesday,False
595,2024-01-02 05:42:00,2024-01-02 05:57:00,-6.120642318018797,106.79001497548269,-6.1280542432995535,106.7285736702856,West Jakarta,South Jakarta,11.73,13.1,motorcycle,10908.0,2.17,rainy,8,Tuesday,False
596,2024-01-02 05:45:00,2024-01-02 06:00:00,-6.205207671947425,106.81946683872829,-6.159962348141189,106.77276972034392,West Jakarta,West Jakarta,9.82,37.4,motorcycle,20565.0,1.08,rainy,19,Wednesday,True
597,2024-01-02 05:48:00,2024-01-02 06:03:00,-6.166488452295794,106.78882099355923,-6.190452018106172,106.73238165247508,Central Jakarta,Central Jakarta,6.73,15.5,car,12998.0,1.99,sunny,22,Tuesday,False
598,2024-01-02 05:51:00,2024-01-02 06:06:00,-6.2655360257596735,106.87062793252905,-6.178086293220307,106.91074310051215,Central Jakarta,Central Jakarta,4.23,16.0,motorcycle,40212.0,2.39,sunny,12,Wednesday,False
599,2024-01-02 05:54:00,2024-01-02 06:09:00,-6.261542196238266,106.8655580395824,-6.281786763583564,106.88672591383889,Central Jakarta,South Jakarta,9.71,39.1,motorcycle,25757.0,1.93,cloudy,18,Tuesday,True
600,2024-01-02 05:57:00,2024-01-02 06:12:00,-6.291826276746704,106.87883057763229,-6.205216047817761,106.75038175072956,South Jakarta,South Jakarta,12.12,31.4,premium_car,39432.0,2.07,rainy,12,Wednesday,True
601,2024-01-02 06:00:00,2024-01-02 06:15:00,-6.2662129873855665,106.76703580740298,-6.26125994144286,106.78532731012248,South Jakarta,Central Jakarta,6.06,31.2,car,33061.0,2.19,sunny,18,Wednesday,False
602,2024-01-02 06:03:00,2024-01-02 06:18:00,-6.244281932193608,106.77891712029101,-6.258323264198235,106.94165374806606,Central Jakarta,South Jakarta,2.34,26.8,car,47661.0,1.33,cloudy,18,Wednesday,True
603,2024-01-02 06:06:00,2024-01-02 06:21:00,-6.264597903144651,106.73131280777406,-6.167739207542627,106.84853983946992,West Jakarta,West Jakarta,4.79,29.9,car,60671.0,1.87,rainy,20,Tuesday,False
604,2024-01-02 06:09:00,2024-01-02 06:24:00,-6.2822594932485885,106.86387749296154,-6.117748769633142,106.90028889932529,South Jakarta,South Jakarta,10.87,31.1,motorcycle,43552.0,1.46,cloudy,9,Wednesday,True
605,2024-01-02 06:12:00,2024-01-02 06:27:00,-6.27587282577988,106.70994928183391,-6.21924867790433,106.76614775869218,South Jakarta,West Jakarta,14.86,43.9,motorcycle,14338.0,1.37,cloudy,5,Tuesday,True
606,2024-01-02 06:15:00,2024-01-02 06:30:00,-6.207844246393455,106.84942058388087,-6.258450145397561,106.75251323004483,Central Jakarta,West Jakarta,2.17,17.8,motorcycle,11226.0,1.29,sunny,2,Wednesday,True
607,2024-01-02 06:18:00,2024-01-02 06:33:00,-6.258733256318841,106.91742397121291,-6.170250612552669,106.89597923221164,South Jakarta,West Jakarta,5.98,17.5,premium_car,24926.0,1.88,sunny,15,Wednesday,True
608,2024-01-02 06:21:00,2024-01-02 06:36:00,-6.2271460277903845,106.92270803707241,-6.125762590729936,106.87146811380786,Central Jakarta,West Jakarta,2.81,12.0,motorcycle,39748.0,2.19,rainy,8,Tuesday,False
609,2024-01-02 06:24:00,2024-01-02 06:39:00,-6.199316545829029,106.81225944009249,-6.150336239775502,106.87024448230294,South Jakarta,West Jakarta,6.11,33.0,car,13143.0,2.31,cloudy,16,Monday,True
610,2024-01-02 06:27:00,2024-01-02 06:42:00,-6.161921034274126,106.81482592205327,-6.126248553892682,106.8381586454573,West Jakarta,Central Jakarta,7.28,29.2,premium_car,32941.0,1.64,cloudy,22,Tuesday,True
611,2024-01-02 06:30:00,2024-01-02 06:45:00,-6.29213757203178,106.71924229575201,-6.19268906579784,106.84089458569414,West Jakarta,Central Jakarta,13.97,13.9,premium_car,72092.0,1.56,sunny,8,Monday,True
612,2024-01-02 06:33:00,2024-01-02 06:48:00,-6.1401179202181915,106.86769125636076,-6.1496247511261615,106.88392437632656,South Jakarta,Central Jakarta,3.05,22.8,car,16301.0,2.03,rainy,4,Tuesday,False
